location,trap_set_date,week_ending_saturday,epi_week,year,site_type,lat,lon,lga_code_2011,lga_name_2011,lga_code_2016,lga_name_2016,lga_name_2020,lhd,virus
Corowa,13/02/2023,18/02/2023,8,2023,Inland,-35.91,146.39,12300,Corowa Shire,12870,Federation,Federation,Murrumbidgee,Murray Valley encephalitis
Corowa,20/02/2023,25/02/2023,8,2023,Inland,-35.91,146.39,12300,Corowa Shire,12870,Federation,Federation,Murrumbidgee,Murray Valley encephalitis
Griffith,45079,11/02/2023,8,2023,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Murray Valley encephalitis
Macquarie Marshes,13/02/2023,18/02/2023,8,2023,Inland,-30.6959,147.6304,10950,Bogan,10950,Bogan,Bogan,Western NSW,Murray Valley encephalitis
Leeton,39541,08/03/2008,11,2008,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Murray Valley encephalitis
Griffith,39510,08/03/2008,12,2008,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Murray Valley encephalitis
Macquarie Marshes,45263,18/03/2023,12,2023,Inland,-30.6959,147.6304,10950,Bogan,10950,Bogan,Bogan,Western NSW,Murray Valley encephalitis
Batemans Bay,23/01/1991,26/01/1991,3,1991,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Port Stephens,21/01/1992,25/01/1992,3,1992,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,29/01/1992,01/02/1992,3,1992,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Batemans Bay,23/01/1995,28/01/1995,3,1995,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Tathra,17/01/1995,21/01/1995,3,1995,Coastal,-36.7297,149.9858,10550,Bega Valley,10550,Bega Valley,Bega Valley,Southern NSW,Ross River
Batemans Bay,36465,16/01/1999,3,1999,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Batemans Bay,18/01/1999,23/01/1999,3,1999,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Port Stephens,36465,16/01/1999,3,1999,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,24/01/2006,28/01/2006,3,2006,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Macquarie,23/01/2008,26/01/2008,3,2008,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Tweed,23/01/2015,24/01/2015,3,2015,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Ross River
Tweed,29/01/2024,03/02/2024,3,2024,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Ross River
Deniliquin,32782,14/01/1989,3,1989,Inland,-35.53,144.99,12500,Deniliquin,12730,Edward River,Edward River,Murrumbidgee,Ross River
Griffith,34274,16/01/1993,3,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,18/01/1993,23/01/1993,3,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Wentworth,26/01/1993,30/01/1993,3,1993,Inland,-34.1071,141.9178,18200,Wentworth,18200,Wentworth,Wentworth,Far West,Ross River
Boggabilla,29/01/1996,03/02/1996,3,1996,Inland,-28.6053,150.3605,15300,Moree Plains,15300,Moree Plains,Moree Plains,Hunter New England,Ross River
Deniliquin,15/01/1996,20/01/1996,3,1996,Inland,-35.53,144.99,12500,Deniliquin,12730,Edward River,Edward River,Murrumbidgee,Ross River
Deniliquin,29/01/1996,03/02/1996,3,1996,Inland,-35.53,144.99,12500,Deniliquin,12730,Edward River,Edward River,Murrumbidgee,Ross River
Griffith,15/01/1996,20/01/1996,3,1996,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,22/01/1996,27/01/1996,3,1996,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,29/01/1996,03/02/1996,3,1996,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Deniliquin,35551,11/01/1997,3,1997,Inland,-35.53,144.99,12500,Deniliquin,12730,Edward River,Edward River,Murrumbidgee,Ross River
Deniliquin,19/01/1997,25/01/1997,3,1997,Inland,-35.53,144.99,12500,Deniliquin,12730,Edward River,Edward River,Murrumbidgee,Ross River
Griffith,35612,11/01/1997,3,1997,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Bourke,36861,15/01/2000,3,2000,Inland,-30.0888,145.9378,11150,Bourke,11150,Bourke,Bourke,Far West,Ross River
Bourke,17/01/2000,22/01/2000,3,2000,Inland,-30.0888,145.9378,11150,Bourke,11150,Bourke,Bourke,Far West,Ross River
Griffith,23/01/2001,27/01/2001,3,2001,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Albury,24/01/2006,28/01/2006,3,2006,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Ross River
Griffith,17/01/2008,19/01/2008,3,2008,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,40452,16/01/2010,3,2010,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Leeton,40513,16/01/2010,3,2010,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Griffith,41000,07/01/2012,3,2012,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Leeton,18/01/2012,21/01/2012,3,2012,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Leeton,23/01/2015,24/01/2015,3,2015,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Albury,16/01/2017,21/01/2017,3,2017,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Ross River
Griffith,43009,14/01/2017,3,2017,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Leeton,42979,14/01/2017,3,2017,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Forbes,44835,15/01/2022,3,2022,Inland,-33.3799,148.0067,12900,Forbes,12900,Forbes,Forbes,Western NSW,Ross River
Corowa,45170,14/01/2023,3,2023,Inland,-35.91,146.39,12300,Corowa Shire,12870,Federation,Federation,Murrumbidgee,Ross River
Griffith,21/01/2025,25/01/2025,3,2025,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Wagga Wagga,28/01/2025,01/02/2025,3,2025,Inland,-35.1082,147.3598,17750,Wagga Wagga,17750,Wagga Wagga,Wagga Wagga,Murrumbidgee,Ross River
Penrith,44866,15/01/2022,3,2022,Sydney,-33.7507,150.6877,16350,Penrith,16350,Penrith,Penrith,Nepean Blue Mountains,Ross River
Menindee,31/01/2011,05/02/2011,4,2011,Inland,-32.4,142.43,11700,Central Darling,11700,Central Darling,Central Darling,Far West,Ross River
Griffith,43160,06/01/2018,4,2018,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,31/01/2018,03/02/2018,4,2018,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,19/01/2021,23/01/2021,4,2021,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Albury,20/01/2025,25/01/2025,4,2025,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Ross River
Penrith,25/01/2022,29/01/2022,4,2022,Sydney,-33.7507,150.6877,16350,Penrith,16350,Penrith,Penrith,Nepean Blue Mountains,Ross River
Batemans Bay,33696,08/02/1992,7,1992,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Port Macquarie,22/02/1995,25/02/1995,7,1995,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Batemans Bay,35522,08/02/1997,7,1997,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Port Stephens,27/02/1997,01/03/1997,7,1997,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Macquarie,21/02/2006,25/02/2006,7,2006,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Port Stephens,21/02/2006,25/02/2006,7,2006,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,27/02/2007,03/03/2007,7,2007,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Central Coast,21/02/2012,25/02/2012,7,2012,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Ross River
Port Macquarie,15/02/2021,20/02/2021,7,2021,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Newcastle,27/02/2024,02/03/2024,7,2024,Coastal,-32.8665,151.7618,15900,Newcastle,15900,Newcastle,Newcastle,Hunter New England,Ross River
Bourke,26/02/1990,03/03/1990,7,1990,Inland,-30.0888,145.9378,11150,Bourke,11150,Bourke,Bourke,Far West,Ross River
Griffith,27/02/1995,04/03/1995,7,1995,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Menindee,35187,10/02/1996,7,1996,Inland,-32.4,142.43,11700,Central Darling,11700,Central Darling,Central Darling,Far West,Ross River
Warren,35187,10/02/1996,7,1996,Inland,-31.7003,147.8359,17950,Warren,17950,Warren,Warren,Western NSW,Ross River
Griffith,35705,15/02/1997,7,1997,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Grong Grong,26/02/2024,02/03/2024,7,2024,Inland,-34.89,146.78,15800,Narrandera,15800,Narrandera,Narrandera,Murrumbidgee,Ross River
Ryde,27/02/2012,03/03/2012,7,2012,Sydney,-33.813,151.105,16700,Ryde,16700,Ryde,Ryde,Northern Sydney,Ross River
Bankstown,21/02/2022,26/02/2022,7,2022,Sydney,-33.9182,151.035,10350,Bankstown,11570,Canterbury-Bankstown,Canterbury-Bankstown,South Western Sydney,Ross River
Penrith,15/02/2022,19/02/2022,7,2022,Sydney,-33.7507,150.6877,16350,Penrith,16350,Penrith,Penrith,Nepean Blue Mountains,Ross River
Merimbula,20/02/1991,23/02/1991,8,1991,Coastal,-36.8879,149.9064,10550,Bega Valley,10550,Bega Valley,Bega Valley,Southern NSW,Ross River
Batemans Bay,34852,11/02/1995,8,1995,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Batemans Bay,14/02/1995,18/02/1995,8,1995,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Batemans Bay,20/02/1995,25/02/1995,8,1995,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Tathra,34882,11/02/1995,8,1995,Coastal,-36.7297,149.9858,10550,Bega Valley,10550,Bega Valley,Bega Valley,Southern NSW,Ross River
Batemans Bay,25/02/1997,01/03/1997,8,1997,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Maclean,19/02/1997,22/02/1997,8,1997,Coastal,-29.4606,153.2019,11730,Clarence Valley,11730,Clarence Valley,Clarence Valley,Northern NSW,Ross River
Batemans Bay,36162,06/02/1999,8,1999,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Central Coast,36162,06/02/1999,8,1999,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Ross River
Forster,36221,06/02/1999,8,1999,Coastal,-32.1796,152.5118,13320,Great Lakes,15240,Mid-Coast,Mid-Coast,Hunter New England,Ross River
Port Stephens,36162,06/02/1999,8,1999,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Batemans Bay,13/02/2002,16/02/2002,8,2002,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Lake Macquarie,20/02/2006,25/02/2006,8,2006,Coastal,-33.0311,151.5603,14650,Lake Macquarie,14650,Lake Macquarie,Lake Macquarie,Hunter New England,Ross River
Port Stephens,14/02/2006,18/02/2006,8,2006,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,28/02/2006,04/03/2006,8,2006,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,41092,11/02/2012,8,2012,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Tweed,24/02/2015,28/02/2015,8,2015,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Ross River
Port Macquarie,44410,13/02/2021,8,2021,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Ballina,45628,17/02/2024,8,2024,Coastal,-29.21,153.44,10250,Ballina,10250,Ballina,Ballina,Northern NSW,Ross River
Byron Bay,45414,10/02/2024,8,2024,Coastal,-29.01,153.52,11350,Byron,11350,Byron,Byron,Northern NSW,Ross River
Byron Bay,45628,17/02/2024,8,2024,Coastal,-29.01,153.52,11350,Byron,11350,Byron,Byron,Northern NSW,Ross River
Newcastle,45445,10/02/2024,8,2024,Coastal,-32.8665,151.7618,15900,Newcastle,15900,Newcastle,Newcastle,Hunter New England,Ross River
Griffith,32541,04/02/1989,8,1989,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Condobolin,34030,06/02/1993,8,1993,Inland,-33.0885,147.1473,14600,Lachlan,14600,Lachlan,Lachlan,Western NSW,Ross River
Griffith,33971,06/02/1993,8,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,34183,13/02/1993,8,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Menindee,34183,13/02/1993,8,1993,Inland,-32.4,142.43,11700,Central Darling,11700,Central Darling,Central Darling,Far West,Ross River
Wentworth,34002,06/02/1993,8,1993,Inland,-34.1071,141.9178,18200,Wentworth,18200,Wentworth,Wentworth,Far West,Ross River
Griffith,34487,12/02/1994,8,1994,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Tamworth,34336,05/02/1994,8,1994,Inland,-31.09,150.9293,17310,Tamworth Regional,17310,Tamworth Regional,Tamworth Regional,Hunter New England,Ross River
Moree,20/02/1995,25/02/1995,8,1995,Inland,-29.4658,149.8339,15300,Moree Plains,15300,Moree Plains,Moree Plains,Hunter New England,Ross River
Forbes,35218,10/02/1996,8,1996,Inland,-33.3799,148.0067,12900,Forbes,12900,Forbes,Forbes,Western NSW,Ross River
Griffith,35218,10/02/1996,8,1996,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,36709,12/02/2000,8,2000,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Leeton,36709,12/02/2000,8,2000,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Leeton,37227,17/02/2001,8,2001,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Wanaaring,37562,16/02/2002,8,2002,Inland,-29.705,144.1483,11150,Bourke,11150,Bourke,Bourke,Far West,Ross River
Leeton,40545,05/02/2011,8,2011,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Leeton,23/02/2011,26/02/2011,8,2011,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Griffith,22/02/2012,25/02/2012,8,2012,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,17/02/2015,21/02/2015,8,2015,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,43222,10/02/2018,8,2018,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Forbes,23/02/2021,27/02/2021,8,2021,Inland,-33.3799,148.0067,12900,Forbes,12900,Forbes,Forbes,Western NSW,Ross River
Georges River - East,18/02/2014,22/02/2014,8,2014,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - East,42310,14/02/2015,8,2015,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - West,17/02/2015,21/02/2015,8,2015,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Homebush,24/02/2015,28/02/2015,8,2015,Sydney,-33.864,151.0819,17100,Strathfield,17100,Strathfield,Strathfield,Sydney,Ross River
Georges River - East,20/02/2019,23/02/2019,8,2019,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - West,43801,16/02/2019,8,2019,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Sydney Olympic Park,18/02/2019,23/02/2019,8,2019,Sydney,-33.8354,151.0654,16250,Parramatta,12380,Parramatta,Parramatta,Western Sydney,Ross River
Bankstown,44775,12/02/2022,8,2022,Sydney,-33.9182,151.035,10350,Bankstown,11570,Canterbury-Bankstown,Canterbury-Bankstown,South Western Sydney,Ross River
Bankstown,28/02/2022,05/03/2022,8,2022,Sydney,-33.9182,151.035,10350,Bankstown,11570,Canterbury-Bankstown,Canterbury-Bankstown,South Western Sydney,Ross River
Liverpool,22/02/2022,26/02/2022,8,2022,Sydney,-33.9286,150.918,14900,Liverpool,14900,Liverpool,Liverpool,South Western Sydney,Ross River
Ballina,26/03/1992,28/03/1992,11,1992,Coastal,-29.21,153.44,10250,Ballina,10250,Ballina,Ballina,Northern NSW,Ross River
Port Stephens,35372,16/03/1996,11,1996,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Maclean,35523,08/03/1997,11,1997,Coastal,-29.4606,153.2019,11730,Clarence Valley,11730,Clarence Valley,Clarence Valley,Northern NSW,Ross River
Port Stephens,15/03/1999,20/03/1999,11,1999,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,40089,14/03/2009,11,2009,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Macquarie,15/03/2011,19/03/2011,11,2011,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Port Macquarie,26/03/2014,29/03/2014,11,2014,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Central Coast,42097,07/03/2015,11,2015,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Ross River
Lake Macquarie,42280,14/03/2015,11,2015,Coastal,-33.0311,151.5603,14650,Lake Macquarie,14650,Lake Macquarie,Lake Macquarie,Hunter New England,Ross River
Tweed,42280,14/03/2015,11,2015,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Ross River
Port Macquarie,44077,14/03/2020,11,2020,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Tweed,45385,09/03/2024,11,2024,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Ross River
Griffith,33880,14/03/1992,11,1992,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Leeton,40789,12/03/2011,11,2011,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Leeton,21/03/2012,24/03/2012,11,2012,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Griffith,26/03/2014,29/03/2014,11,2014,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,42280,14/03/2015,11,2015,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Leeton,42280,14/03/2015,11,2015,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Georges River - All,42250,14/03/2015,11,2015,Sydney,-33.977203,151.026151,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Homebush,42250,14/03/2015,11,2015,Sydney,-33.864,151.0819,17100,Strathfield,17100,Strathfield,Strathfield,Sydney,Ross River
Georges River - East,26/03/2017,01/04/2017,11,2017,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Taree,20/03/1990,24/03/1990,12,1990,Coastal,-31.8889,152.444,13380,Greater Taree,15240,Mid-Coast,Mid-Coast,Hunter New England,Ross River
Batemans Bay,33666,07/03/1992,12,1992,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Merimbula,34518,12/03/1994,12,1994,Coastal,-36.8879,149.9064,10550,Bega Valley,10550,Bega Valley,Bega Valley,Southern NSW,Ross River
Port Stephens,14/03/1994,19/03/1994,12,1994,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Tathra,14/03/1995,18/03/1995,12,1995,Coastal,-36.7297,149.9858,10550,Bega Valley,10550,Bega Valley,Bega Valley,Southern NSW,Ross River
Batemans Bay,24/03/1997,29/03/1997,12,1997,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Ross River
Taree,24/03/1998,28/03/1998,12,1998,Coastal,-31.8889,152.444,13380,Greater Taree,15240,Mid-Coast,Mid-Coast,Hunter New England,Ross River
Ballina,38567,12/03/2005,12,2005,Coastal,-29.21,153.44,10250,Ballina,10250,Ballina,Ballina,Northern NSW,Ross River
Port Stephens,38567,12/03/2005,12,2005,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,22/03/2005,26/03/2005,12,2005,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,38932,11/03/2006,12,2006,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,14/03/2006,18/03/2006,12,2006,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,18/03/2009,21/03/2009,12,2009,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,40758,12/03/2011,12,2011,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,41063,10/03/2012,12,2012,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Ballina,18/03/2014,22/03/2014,12,2014,Coastal,-29.21,153.44,10250,Ballina,10250,Ballina,Ballina,Northern NSW,Ross River
Coffs Harbour,18/03/2014,22/03/2014,12,2014,Coastal,-30.3,153.1094,11800,Coffs Harbour,11800,Coffs Harbour,Coffs Harbour,Northern NSW,Ross River
Port Macquarie,17/03/2014,22/03/2014,12,2014,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Port Stephens,18/03/2014,22/03/2014,12,2014,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,24/03/2014,29/03/2014,12,2014,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Tweed,41762,08/03/2014,12,2014,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Ross River
Tweed,41946,15/03/2014,12,2014,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Ross River
Tweed,17/03/2014,22/03/2014,12,2014,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Ross River
Central Coast,13/03/2019,16/03/2019,12,2019,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Ross River
Kempsey,43864,07/03/2020,12,2020,Coastal,-31.06,152.82,14350,Kempsey,14350,Kempsey,Kempsey,Mid North Coast,Ross River
Kempsey,30/03/2020,04/04/2020,12,2020,Coastal,-31.06,152.82,14350,Kempsey,14350,Kempsey,Kempsey,Mid North Coast,Ross River
Port Macquarie,43864,07/03/2020,12,2020,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Clarence Valley,Port Macquarie-Hastings,Mid North Coast,Ross River
Port Macquarie,16/03/2020,21/03/2020,12,2020,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Port Macquarie,23/03/2020,28/03/2020,12,2020,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Port Macquarie,30/03/2020,04/04/2020,12,2020,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Clarence Valley,17/03/2021,20/03/2021,12,2021,Coastal,-29.8784,152.6384,11730,Clarence Valley,11730,Clarence Valley,Clarence Valley,Northern NSW,Ross River
